UNK 101011
measurements 1001101101101001000111100100110100010100101001000101010100111110011110110001000100
phone 010111010110011010011001010100101000011001111
plenty 111010000010010011001000111110
positions 10010100100110101111111001000110101110100111100101001110111010100
putting 11101000001001001100100011110
republican 10010100111110010011010011101111111111110111001111101110111100100000
risk 100101001110000001001100010011111100010000
rural 100101001001010111000001111000101011100001001111001111001100010
seat 010111010100100001001001110100100001110100001000101101
self 10010111001001001010110100001100101110110001111000101101010111011101111
smith 1011001000100010000010111000000010100010110101011101001000010101000110
soil 101010001111000000011010001110101110100100100110000010
suggest 10010111101110011000000111101001010
supported 1001010010011101000111
symbol 100101100110011110111000010000101000101100101101110100000111111001011011110001110110000011010010
thoughts 011100110010110111110100001111011010101000
trained 100101011011101000110001101111101101111011010110011110111
unable 101101100111000001010001010111111110100011110110111111010011011111100011100
walking 010111010110110001101110001100001011100001
absence 1011011001110000010100010101111111101000111101101111110100110111111000111010
administrative 0110111110101011001110110011100111101101010110001
advanced 100101001001111111011000010110000001001011100010100110101001000000101110
assigned 10010110111011100001010010101000111110101011100
august 10010011010110011010101100110010101010011011001110011
band 10110110011100000101000101011111111010001111011011111101001101111110001111
bitter 10110010110110010101011111101110
breakfast 01011101010010000100100111010010000111010000100010111
breath 0111001111111101010001110000001110001010010110011101100101
chest 101000000010000000111000010001111000101111111
content 1001011100100100101011010000110010111011000111100010110101011101110111011000011101101
crowd 01000011101001011011010111010010100101011000001100010110011111110000010001010000101001100011010
depth 100110110110100100011110010011010001010010100100010101010011111001111011000100011
disease 10101000111100000001101000111010111010010010011000000
driving 01011101000100100010100101110001011011111001010101000001111
experienced 1010100011110000000110100011101011101001001001100001
experiences 10010100011101011111001110111101001001000110001000
finding 10010000100100101101100100101110001101110
grass 01001101110101111011010100111000010001011111110110
handle 1110100000100100110010001110
january 1011111110000001110000111111110111101110000101011000000
japanese 1000010000000100101011000000000000000001111100100101010111010
largest 10000001000
loose 101101100111000001010001010111111110100011110110111111010011011111100011101100
negative 10011011011010010001111001001101000101001010010001000001101110110001101111001111000000010
payment 100101001001111111001101111010010010101001101010000001100
percent 1010100011110000000110100011101011101001001001100000111
practices 1001010010011111001010101001010011100101111001111001000111100111111100010
preparation 100101001111010011010001011111110011011011110101011100001001101101101011110101111110111
prove 100001000000010010101100000000000000000111110010010101011100
pushed 0101110101001000010010011101001000011101000010001010
remarks 100101111110110111111111001100101000
sin 100100010100001000111101010011101101000001010100110000
slight 000101111111110010011
spend 10111011111111001
troops 1001010011100101011010010000000110001001011001000010110101011011111100001100010011010110001010
vehicles 10010100100101011100000111100010101110000100111100111100110000
version 1011011001110000010100010101111111101000111101101111110100110111111000110
welfare 10110010001000100000101110000000101000101101010111010010000101010001111
wet 0100001110100101101101011101001010010101100000110001011001111111000001000101000010100110001100
windows 0101011001011111111010010010011010010011101111000100110010100111
wonderful 100000001011010011011000111011110010101110111
advice 100101001001111100101010100101001110010111100111100100011110011111110000
alfred 10000100000001001010110000000000000000011111001001010101111
bedroom 0101110101001000010010011101001000011101000010001011000
centers 10110000110111111001101110000101010101100110011001
colors 0101111101110100001001011011011001010101011011010010010
conflict 101111001111011000101010101101
contrary 1001010011111001001101001110111111111111011100111110111011110010001
correct 100101001001111101100011101011011010110000101111111000111
detailed 100001000110000010100111011010001101010101100110111111
detective 1001010010011111101001010100010001001110001111101110010001111001110
developing 1001010010011110000110100011111001101000110101011110100010
dozen 1011110001110001
element 100101001001100110010011010011101001001110101101110111100
establishment 10010100100111111100110111101001001010100110101000000111
eventually 010111010010110111100110100010100111011011001
examples 10010001110101001110111001010
flesh 1001000101000010001111010100111011010000010101001100010
gold 10110011001110
hero 1001000111010100111011100100
indian 10010100100111100001101000111110011010001101010111101000111
introduced 10100000001000000011100001000111100010111110
la 10010100100111110010101010010100111001011110011110010001111001111111000111
practically 10000101111110
raise 101101100111000001010001010111111110100011110110111111010011011111100010
silence 010111110111010000100101101101100101010101101101001000
telling 0001001101011110101
theater 1001001101110110100000110001101111101111101000111001010001000101010001101100011101110010111010110011000001
widely 10110111011101001100001011000111110010100111
abroad 10010100111011110101101011011100000011110010100111010101011011100
achieve 10010100100100101011100011101101110110001111000001001110100100101
ages 1011000011011111100110111000010101010110011001101
agree 100100010111010001001000111000101001100100011101100100100010
angle 01000110110111011101100101001110101001110110101010110011
approval 100101001001111110100101010001000100111000111110111001000111100110
